"Country Name","Country Code","Indicator Name","Indicator Code",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Aruba,ABW,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100000001490116,,,0.5,,,0.5,,,,,,,0.699999988079071,,,0.600000023841858,0.600000023841858,,,,
Andorra,AND,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09999990463257,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8000030517578,72.1999969482422,57.7000007629395,58.0999984741211,58.5,58.5,58,47.9000015258789,,44.0999984741211,,,,,,
"Arab World",ARB,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.181718158284394,,,,
"United Arab Emirates",ARE,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,7.90000009536743,,,,,4.90000009536743,,,4.19999980926514,3.79999995231628,,,,,,
Argentina,ARG,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,0.100000001490116,0.300000011920929,0.300000011920929,,,,,,0.400000005960464,0.300000011920929,0.400000005960464,0.5,0.5,0.600000023841858,0.800000011920929,0.800000011920929,0.800000011920929,0.699999988079071,0.699999988079071,0.800000011920929,1,1.39999997615814,1.20000004768372,1.10000002384186,1,0.899999976158142,1.20000004768372,0.699999988079071,3,3.09999990463257,0.600000023841858,0.600000023841858,0.5,
Armenia,ARM,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2999992370605,46,46.9000015258789,46.2000007629395,46.2000007629395,46,37.5999984741211,39.5,38.5999984741211,38.9000015258789,37.2999992370605,36.2999992370605,,
"American Samoa",ASM,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20000004768372,,,,,,,,,,3.09999990463257,,,,,,,,,,3,,,,,
"Antigua and Barbuda",ATG,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59999990463257,2.79999995231628,2.79999995231628,2.79999995231628,2.79999995231628,2.79999995231628,2.79999995231628,2.79999995231628,,,,,,,
Australia,AUS,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,6.5,6.5,6.40000009536743,6.59999990463257,6.19999980926514,6.09999990463257,6.09999990463257,5.80000019073486,5.90000009536743,5.5,5.59999990463257,5.40000009536743,5.09999990463257,5.09999990463257,4.90000009536743,4.80000019073486,4.80000019073486,4.90000009536743,4.80000019073486,4.90000009536743,4.90000009536743,4.80000019073486,4.40000009536743,3.90000009536743,3.70000004768372,3.59999990463257,3.40000009536743,3.29999995231628,3.20000004768372,3.20000004768372,3.20000004768372,2.90000009536743,2.90000009536743,2.59999990463257,,
Austria,AUT,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,9.89999961853027,9.39999961853027,9,8.60000038146973,8.60000038146973,8.10000038146973,7.90000009536743,7.90000009536743,7.40000009536743,7.09999990463257,6.90000009536743,7.19999980926514,7.30000019073486,7.40000009536743,6.90000009536743,6.5,5.80000019073486,5.59999990463257,5.40000009536743,5.5,5.19999980926514,4.69999980926514,4.90000009536743,4.80000019073486,4.90000009536743,4.59999990463257,4.59999990463257,4.69999980926514,4.40000009536743,4.19999980926514,4,4.30000019073486,
Azerbaijan,AZE,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,33.4000015258789,33.4000015258789,33.2000007629395,33.0999984741211,33.7000007629395,32.7000007629395,31.6000003814697,30.8999996185303,31.7999992370605,34.7000007629395,32.4000015258789,31.5,30.7999992370605,31.7999992370605,29,42.2999992370605,42.2999992370605,41,40,40.2000007629395,40,39.5,39.2999992370605,39.0999984741211,38.7000007629395,38.4000015258789,38.0999984741211,38.2000007629395,37.9000015258789,37.7000007629395,37.0999984741211,36.7999992370605,
Burundi,BDI,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1999969482422,,,,,,,,,,,,,,,,,
Belgium,BEL,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,3.09999990463257,3.09999990463257,3.09999990463257,3.09999990463257,3.09999990463257,3.09999990463257,3,2.90000009536743,3,3.09999990463257,3.09999990463257,2.59999990463257,2.90000009536743,2.59999990463257,2.90000009536743,2.70000004768372,2.70000004768372,2.70000004768372,2.20000004768372,2.29999995231628,1.79999995231628,1.29999995231628,1.79999995231628,1.70000004768372,2.20000004768372,2,1.89999997615814,1.79999995231628,1.5,1.39999997615814,1.29999995231628,1.20000004768372,1.10000002384186,1.29999995231628,1.10000002384186,
Benin,BEN,"Employment in agriculture (% of total employment)",SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7000007629395,,,,,,,45.0999984741211,,,,,
