"Country Name","Country Code","Indicator Name","Indicator Code",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Aruba,ABW,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,,2.24,,2.3,,2.069573,
Angola,AGO,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,,,2.25,,2.28,,2.54298,
Albania,ALB,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,,,2.46,,2.77,,,
"Arab World",ARB,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6273684210526316,,,2.7015789473684215,,2.7075,,2.6422202,
"United Arab Emirates",ARE,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,,,3.63,,3.78,,3.539098,
Argentina,ARG,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,,,3.1,,3.05,,2.986475,
Armenia,ARM,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,,2.52,,2.56,,2.672723,
"American Samoa",ASM,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda",ATG,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,,,3.84,,3.73,,3.810776,
Austria,AUT,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,,,3.76,,3.89,,3.648587,
Azerbaijan,AZE,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,2.64,,2.48,,2.448376,
Burundi,BDI,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,1.61,,2.565735,
Belgium,BEL,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,,,3.94,,3.98,,4.04466,
Benin,BEN,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,,,2.79,,2.85,,2.560822,
"Burkina Faso",BFA,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,,,2.23,,2.32,,2.6383,
Bangladesh,BGD,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,,,2.74,,,,2.56334,
Bulgaria,BGR,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,2.83,,3.21,,3.157151,
Bahrain,BHR,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,,,3.37,,3.05,,3.083116,
"Bahamas, The",BHS,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,2.75,,2.910966,
"Bosnia and Herzegovina",BIH,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,,,2.66,,2.99,,2.747618,
Belarus,BLR,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,,,,,2.61,,2.638168,
Belize,BLZ,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,2.51,,2.61,,2.480758,
Brazil,BRA,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,3.2,,3.13,,2.943951,
Barbados,BRB,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam",BRN,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,2.38,,2.52,,2.29013,
Botswana,BWA,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,2.84,,2.492775,
"Central African Republic",CAF,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.360932,
Canada,CAN,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,,,3.87,,3.85,,3.855498,
"Central Europe and the Baltics",CEB,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9654545454545453,,,3.0936363636363637,,3.092727272727273,,3.3169879999999994,
Switzerland,CHE,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,,,3.97,,3.8,,3.843969,
"Channel Islands",CHI,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,3.09,,3.17,,3.255786,
China,CHN,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,,,3.49,,3.52,,3.531463,
"Cote d'Ivoire",CIV,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,2.53,,2.73,,2.761981,
Cameroon,CMR,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,,,2.55,,2.53,,2.296616,
"Congo, Rep.",COG,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,,2.08,,2.077149,
Colombia,COL,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.77,,2.87,,2.639637,
Comoros,COM,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,,,2.45,,2.14,,2.402136,
"Cabo Verde",CPV,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica",CRI,"Logistics performance index: Overall (1=low to 5=high)",LP.LPI.OVRL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,,,2.91,,2.75,,2.700719,
