"Country Name","Country Code","Indicator Name","Indicator Code",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Aruba,ABW,"Urban population (% of total)",SP.URB.TOTL.IN.ZS,50.776,50.761,50.746,50.73,50.715,50.7,50.685,50.67,50.654,50.639,50.624,50.609,50.593,50.578,50.563,50.548,50.532,50.517,50.502,50.487,50.472,50.456,50.441,50.426,50.411,50.395,50.38,50.365,50.35,50.335,50.319,50.304,49.998,49.588,49.177,48.767,48.356,47.946,47.536,47.127,46.717,46.339,45.972,45.606,45.24,44.875,44.511,44.147,43.783,43.421,43.059,42.698,42.364,42.058,41.779,
Andorra,AND,"Urban population (% of total)",SP.URB.TOTL.IN.ZS,58.45,60.983,63.462,65.872,68.205,70.445,72.593,74.641,76.588,78.424,80.155,81.78,83.301,84.716,86.032,87.252,88.382,89.42,90.378,91.257,92.064,92.8,93.474,94.089,94.649,95.159,95.325,95.178,95.027,94.872,94.712,94.53,94.324,94.111,93.89,93.661,93.425,93.18,92.927,92.666,92.395,92.056,91.641,91.207,90.751,90.295,89.838,89.363,88.867,88.352,87.817,87.26,86.708,86.165,85.633,
Afghanistan,AFG,"Urban population (% of total)",SP.URB.TOTL.IN.ZS,8.221,8.508,8.805,9.11,9.426,9.75,10.085,10.43,10.786,11.152,11.529,11.917,12.316,12.726,13.149,13.583,14.029,14.487,14.958,15.435,15.681,15.93,16.182,16.437,16.696,16.958,17.223,17.491,17.763,18.038,18.316,18.597,18.882,19.17,19.462,19.757,20.055,20.356,20.661,20.97,21.282,21.596,21.915,22.237,22.562,22.895,23.237,23.587,23.946,24.313,24.689,25.074,25.468,25.871,26.282,
Angola,AGO,"Urban population (% of total)",SP.URB.TOTL.IN.ZS,10.435,10.798,11.204,11.624,12.058,12.504,12.965,13.441,13.932,14.436,14.957,15.434,15.875,16.324,16.785,17.255,17.737,18.228,18.73,19.242,19.766,20.299,20.843,21.398,21.965,22.541,23.128,23.725,24.334,24.952,25.582,26.221,26.872,27.53,28.2,28.88,29.57,30.268,30.975,31.692,32.419,33.152,33.895,34.645,35.405,36.169,36.942,37.722,38.509,39.299,40.097,40.9,41.699,42.49,43.274,
Albania,ALB,"Urban population (% of total)",SP.URB.TOTL.IN.ZS,30.705,30.943,31.015,31.086,31.158,31.23,31.302,31.374,31.446,31.548,31.74,31.933,32.127,32.321,32.516,32.712,32.908,33.105,33.302,33.5,33.762,34.024,34.287,34.552,34.817,35.083,35.35,35.619,35.888,36.158,36.428,36.7,37.249,37.799,38.354,38.911,39.473,40.035,40.601,41.169,41.741,42.435,43.501,44.573,45.651,46.731,47.815,48.902,49.991,51.076,52.163,53.247,54.33,55.383,56.409,
"Arab World",ARB,"Urban population (% of total)",SP.URB.TOTL.IN.ZS,31.2853842116054,32.02907570769568,32.780322721748,33.555880820859535,34.35843170725111,35.198506075393865,35.992146811891224,36.67202551623623,37.36227297726736,38.06258307750413,38.777191751839624,39.47979134864398,40.206494781656176,40.92529699439674,41.57358272747459,42.18273691033033,42.758316205113445,43.28870084777947,43.807531901901754,44.32627622261351,44.87189949144334,45.438811557500166,46.01190766351963,46.61561339864334,47.25787311698465,47.875732557956816,48.4848014766687,49.02323679753881,49.478034386324595,49.877504076991684,50.41709792250445,50.81176841767538,50.78986712509199,51.13592538822301,51.37879115199316,51.87024422307109,52.048098390584514,52.27009003015307,52.53055435818715,52.804179684265634,53.079995113425326,53.355370811635254,53.633286424952985,53.91795007999876,54.21744335483041,54.544753597075385,54.89244364837772,55.24193280054363,55.590784835725934,55.934425439880485,56.26587233490383,56.56507743389885,56.84900266669733,57.121695937405555,57.38845653691918,
"United Arab Emirates",ARE,"Urban population (% of total)",SP.URB.TOTL.IN.ZS,73.5,74.383,75.248,76.093,76.919,77.723,78.508,79.272,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.903,80.106,80.309,80.51,80.71,80.683,80.466,80.247,80.026,79.804,79.624,79.482,79.339,79.196,79.051,78.906,78.76,78.614,78.467,78.319,78.493,78.938,79.378,79.81,80.236,80.655,81.067,81.472,81.871,82.262,82.648,83.019,83.377,83.723,84.055,84.375,84.684,84.981,85.266,
Argentina,ARG,"Urban population (% of total)",SP.URB.TOTL.IN.ZS,73.611,74.217,74.767,75.309,75.844,76.369,76.888,77.398,77.901,78.394,78.88,79.321,79.743,80.158,80.567,80.969,81.366,81.755,82.139,82.516,82.887,83.313,83.759,84.194,84.621,85.038,85.445,85.843,86.233,86.613,86.984,87.328,87.542,87.752,87.96,88.164,88.366,88.564,88.759,88.952,89.142,89.329,89.519,89.71,89.899,90.084,90.266,90.445,90.622,90.795,90.966,91.133,91.295,91.452,91.604,
Armenia,ARM,"Urban population (% of total)",SP.URB.TOTL.IN.ZS,51.275,52.147,53.019,53.889,54.758,55.622,56.483,57.341,58.195,59.042,59.864,60.657,61.445,62.225,63,63.611,64.219,64.821,65.419,65.839,66.05,66.259,66.467,66.675,66.883,67.09,67.296,67.501,67.706,67.69,67.421,67.15,66.878,66.606,66.332,66.057,65.781,65.504,65.226,64.947,64.666,64.385,64.283,64.25,64.217,64.184,64.15,64.117,63.997,63.789,63.58,63.371,63.161,62.975,62.812,
"American Samoa",ASM,"Urban population (% of total)",SP.URB.TOTL.IN.ZS,66.211,66.641,67.068,67.493,67.916,68.334,68.75,69.163,69.574,69.98,70.384,70.784,71.182,71.576,71.967,72.354,72.739,73.12,73.497,73.871,74.33,75.043,75.743,76.429,77.103,77.762,78.408,79.04,79.659,80.263,80.948,81.886,82.789,83.654,84.485,85.28,86.043,86.771,87.467,88.131,88.587,88.491,88.394,88.297,88.198,88.1,88,87.9,87.799,87.697,87.594,87.5,87.413,87.334,87.264,
