Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Aruba,ABW,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.81520844,76.80774689,72.42378235,76.79606628,72.36006927,73.44490814,75.11459351,,80.51711273,74.48249054,77.71421051,,76.93623352,,,,
Andorra,AND,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,8.36696,,,,,,,,,,,,,,,,,,,15.05704,,,,,,,,,,,,,,27.0240593,,,,,,46.82519913,,
Angola,AGO,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,4.50474,,,,,,,,,,6.2152,,,,,,,,,,,,,,,,,,,,,,,,,,10.96971989,11.51249027,13.4640398,,,,,
Albania,ALB,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.56293106,65.12142944,,,,,,,,,,,,,,
Arab World,ARB,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,20.65744781,20.60345078,21.09646034,22.39771843,22.8823185,24.15185547,25.60510254,27.46300316,29.27378845,30.71580124,31.85510063,32.38391495,33.93061829,35.13325119,36.43745422,37.92319107,39.7524147,40.91508484,41.42886353,42.11190033,44.57627487,44.73608398,43.83746338,44.51256561,46.37685776,46.47867584,46.5839119,47.81031418,49.25112534,50.73199081,52.04792404,53.52572632,54.62405014,56.63150024,58.38733292,58.43832397,58.26328278,57.43789291,58.19657898,60.01187897,61.09549332,63.33506393,64.48332977,63.10121918,,
United Arab Emirates,ARE,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,26.92308,,37.75134,,,,,,,,,,,58.96221,61.26775,65.16448,70.38714,73.85894,,71.23514,71.2471,75.6743927,,,,,,,,,,,,,,,,
Argentina,ARG,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,40.17394,41.70172,,,,,,,,,,,,,,,,,,,,,,,74.54849,,,,,,,,,,,82.23236847,83.5764389,85.12441254,89.05812073,,,
Armenia,ARM,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.60312653,87.93843079,90.14067841,84.02516937,89.06128693,,,,,,
American Samoa,ASM,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.10700989,,,,,,,,,86.50431061,85.55779266,,90.92281342,,,
Australia,AUS,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.88594,86.87263,86.98716,88.24302,,,,,,87.42552185,85.87358093,85.68070984,84.53285217,83.88156128,83.78434753,83.96350861,84.96041107,85.18264008,85.61128998,85.27069092,85.67935181,,
Austria,AUT,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,68.43046,68.50915,,67.99642,69.76705,69.85997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.01537323,85.67906952,86.81015778,86.79876709,86.0273819,86.07424927,86.80792236,,,
Burundi,BDI,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,2.07553,2.10289,,,2.18171,,2.56096,2.39672,2.47686,2.6868,2.90475,3.20049,,,,,,4.95871,,,,,,,,,,,,,,,,13.00279045,15.08347034,16.78310013,18.28166962,21.21055984,,
Belgium,BEL,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,77.45255,,,,,,,,,,,,,,,,96.36577,98.01863,98.80305,97.22319,,,,,,,,85.83917999,85.66889954,,,,,,,,96.35221863,,
Benin,BEN,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25822067,18.64569092,,,,,,,,,,,,42.0298996,,
Burkina Faso,BFA,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,2.46756,,2.99355,3.50964,,,5.27344,,,6.67478,6.86091,6.86524,,,,,8.638770103,,7.980130196,,9.485389709,10.55305958,11.39383984,12.21039963,12.92150974,14.77517033,15.8235302,16.47680092,18.44623947,19.73716927,21.67086983,,
Bangladesh,BGD,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,16.11397,14.21026,,,,15.70224,,19.00256,,,,18.99294,,,,,,,,,,,40.31217,43.31821823,44.61373901,45.82881927,46.91019058,46.66812134,43.43048859,42.12969971,42.78089142,43.59590149,,44.64947891,46.03705978,45.81515121,47.74932098,,,
Bulgaria,BGR,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.73743,84.58134,84.6049,85.17050171,86.24005127,87.0200882,87.61715698,85.05335999,86.42948914,87.07888794,86.65322876,86.30104065,85.30776978,84.17072296,84.15380096,85.24564362,85.28555298,87.61769104,,
Bahrain,BHR,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,44.4714,47.27457,50.75408,,,58.73478,69.90146,67.11283,72.65131,76.87449,73.89147,,75.85523,,,84.79094,,90.62883,92.00038,,86.03084,86.80245,86.72078705,90.3986969,90.6827774,85.00296021,84.02777863,85.3644104,86.92519379,87.38053894,,84.95825195,86.57991791,89.43792725,93.22795105,,,,
"Bahamas, The",BHS,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,90.39679,,,90.4494,,,,,,,,89.13072,89.39506,85.76996,,,,,70.82665253,,,,,79.69625854,83.05316162,85.14151001,87.54946136,86.4004364,84.25834656,82.88620758,,,,,
Bosnia and Herzegovina,BIH,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.80046844,94.22911072,95.60852814,96.86289978,,
Belize,BLZ,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.34571075,58.48302078,59.90433121,,68.7507019,,66.90666962,67.36956787,67.53804016,67.27301025,67.99069214,68.05129242,69.80567169,72.35910797,74.28759003,,
Bermuda,BMU,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,64.90172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.21239853,73.19642639,,,,
Bolivia,BOL,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.10917664,69.52719879,71.99624634,,,68.91970062,67.89385223,66.91773224,67.80149841,68.2713089,68.33061218,69.80000305,71.57563019,,
Brazil,BRA,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,80.98515,,,86.52913,84.78924,84.60771,85.38275,88.9489,,,,82.63211,79.68649,,,,,,,,,96.18135071,92.89736938,87.4235611,87.74458313,88.744133,91.48269653,90.08219147,89.40727997,89.72013855,86.22212982,83.12330627,84.84564972,89.71251678,,,,
Brunei Darussalam,BRN,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,49.3625,49.10306,50.08626,51.35521,50.80415,52.29941,54.37637,51.87553,,,,,,,69.15888,64.80914,65.56193,66.80402,,,,,,,,,,,85.48776245,88.3833313,87.89019012,88.1921463,90.01979065,,92.58899689,94.73695374,92.24581146,,
Bhutan,BTN,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.28249,20.06554031,22.37013054,24.25601006,,,,34.74549866,37.78578949,,45.48894882,47.55638123,52.18556976,53.49367142,56.78699875,59.77539825,,
Botswana,BWA,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,5.69988,6.40086,7.75731,8.76443,10.19114,11.42537,12.3831,12.32843,12.39188,14.17296,15.32827,,,18.97858,21.77947,23.18552,,,28.07749,31.16109,38.55032,38.5355,41.54448,40.58998,40.26884,,,57.80089,52.7734108,53.42515182,52.50408173,53.38800049,54.86297989,55.37720108,55.88072968,58.65501022,58.62710953,60.78572845,,,,,,,
Central African Republic,CAF,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,3.96807,4.72925,5.31666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.77880001,,14.2511797,13.92467022,,,
Canada,CAN,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.77877,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.31667328,81.38275909,82.16085052,81.95952606,83.15237427,84.17594147,85.2110672,85.94857788,86.21829224,86.03409576,87.29351807,87.62466431,88.05577087,88.89544678,89.2346344,89.71404266,89.95870209,89.78210449,90.64232635,,
Switzerland,CHE,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,78.63212,78.42787,78.13948,78.02957,77.90157,77.4595,77.05458,76.97086,76.64383,77.16781,77.9799,78.72521,79.82102,80.88181,,,,,84.43978119,84.46952057,83.94612885,83.15802765,83.13350677,83.75302124,84.48886108,84.9805069,84.58387756,84.2350769,83.33866882,83.41487885,83.00737762,81.02429199,,,
Channel Islands,CHI,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.61734772,84.02749634,82.32319641,83.96552277,84.67857361,84.08733368,87.3094101,,
China,CHN,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,,6.70719,7.48077,8.27911,8.87347,9.87515,10.79834,11.69599,12.76181,13.3809,13.86708,14.68599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.72988892,40.09434128,,
