"Country Name","Country Code","Indicator Name","Indicator Code",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Aruba,ABW,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.2,2.2,2.4,2.4,2.5,2.5,2.5,2.5,
Angola,AGO,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,,
Albania,ALB,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,,,,,,,,,
"Arab World",ARB,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.62,2.64,2.66,2.68,2.66,2.66,2.64,2.64,2.64,
"United Arab Emirates",ARE,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.7,3.7,3.7,3.7,3.7,3.6,3.7,3.7,,
"American Samoa",ASM,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda",ATG,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"CPIA public sector management and institutions cluster average (1=low to 6=high)",IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
